iso,id_1,name_1,time_e,time_e_str,lat,lon,connectivity
VEN,4,Aragua,1563933600,24-Jul-2019 02:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563937200,24-Jul-2019 03:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563940800,24-Jul-2019 04:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563944400,24-Jul-2019 05:00:00,10.4848114487106,-67.5603431541549,90
VEN,4,Aragua,1563948000,24-Jul-2019 06:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563951600,24-Jul-2019 07:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563955200,24-Jul-2019 08:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563958800,24-Jul-2019 09:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563962400,24-Jul-2019 10:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563966000,24-Jul-2019 11:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563969600,24-Jul-2019 12:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563973200,24-Jul-2019 13:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563976800,24-Jul-2019 14:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563980400,24-Jul-2019 15:00:00,10.4848114487106,-67.5603431541549,100
VEN,4,Aragua,1563984000,24-Jul-2019 16:00:00,10.4848114487106,-67.5603431541549,100
VEN,5,Barinas,1563580800,20-Jul-2019 00:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563584400,20-Jul-2019 01:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563588000,20-Jul-2019 02:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563591600,20-Jul-2019 03:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563595200,20-Jul-2019 04:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563598800,20-Jul-2019 05:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563602400,20-Jul-2019 06:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563606000,20-Jul-2019 07:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563609600,20-Jul-2019 08:00:00,8.38644070507615,-70.0401935847714,90
VEN,5,Barinas,1563613200,20-Jul-2019 09:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563616800,20-Jul-2019 10:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563620400,20-Jul-2019 11:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563624000,20-Jul-2019 12:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563627600,20-Jul-2019 13:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563631200,20-Jul-2019 14:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563634800,20-Jul-2019 15:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563638400,20-Jul-2019 16:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563642000,20-Jul-2019 17:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563645600,20-Jul-2019 18:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563649200,20-Jul-2019 19:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563652800,20-Jul-2019 20:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563656400,20-Jul-2019 21:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563660000,20-Jul-2019 22:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563663600,20-Jul-2019 23:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563667200,21-Jul-2019 00:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563670800,21-Jul-2019 01:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563674400,21-Jul-2019 02:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563678000,21-Jul-2019 03:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563681600,21-Jul-2019 04:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563685200,21-Jul-2019 05:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563688800,21-Jul-2019 06:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563692400,21-Jul-2019 07:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563696000,21-Jul-2019 08:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563699600,21-Jul-2019 09:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563703200,21-Jul-2019 10:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563706800,21-Jul-2019 11:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563710400,21-Jul-2019 12:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563714000,21-Jul-2019 13:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563717600,21-Jul-2019 14:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563721200,21-Jul-2019 15:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563724800,21-Jul-2019 16:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563728400,21-Jul-2019 17:00:00,8.38644070507615,-70.0401935847714,100
VEN,5,Barinas,1563732000,21-Jul-2019 18:00:00,8.38644070507615,-70.0401935847714,100
